1581055213.39408699,1581055213.39910055,1581055213.40379604
1581055273.45413925,1581055273.45984023,1581055273.46390078
1581055333.48431993,1581055333.49119895,1581055333.49425772
1581055393.51299103,1581055393.52044598,1581055393.52383196
1581055453.54349900,1581055453.55061752,1581055453.55414993
1581055513.57404156,1581055513.58254840,1581055513.58573411
1581055573.60436948,1581055573.61154823,1581055573.61715565
1581055633.63649190,1581055633.64415985,1581055633.64955718
1581055693.66831874,1581055693.67560352,1581055693.68072136
1581055753.70158691,1581055753.70886288,1581055753.71513026
1581055813.73781591,1581055813.74723052,1581055813.75538396
1581055873.77548807,1581055873.78223165,1581055873.78820462
1581055933.80875594,1581055933.81600333,1581055933.82007670
1581055993.84027244,1581055993.84718500,1581055993.85089352
1581056053.87105480,1581056053.87811688,1581056053.88222925
1581056113.90448360,1581056113.91154267,1581056113.91524248
1581056173.93552556,1581056173.94426588,1581056173.94958828
1581056233.96859321,1581056233.97352301,1581056233.97766227
1581056293.99754041,1581056293.100270596,1581056293.100883965
1581056353.102821040,1581056353.103322434,1581056353.103980498
1581056413.106174491,1581056413.106670345,1581056413.107282719
1581056473.109239830,1581056473.109775232,1581056473.110541177
1581056533.112519641,1581056533.113241694,1581056533.113859223
1581056593.115862574,1581056593.116540280,1581056593.117150146
1581056653.119356380,1581056653.120029368,1581056653.120503145
1581056713.122557732,1581056713.123189833,1581056713.123746862
1581056773.125708785,1581056773.126802145,1581056773.127562111
1581056833.129421313,1581056833.130220373,1581056833.130751700
1581056893.132693970,1581056893.133125318,1581056893.133740108
1581056953.135556477,1581056953.136039178,1581056953.136779527
1581057013.139102309,1581057013.139670392,1581057013.140407213
1581057073.142494687,1581057073.142988608,1581057073.143566781
1581057133.145507135,1581057133.145987136,1581057133.146723106
1581057193.148625271,1581057193.149232081,1581057193.150043018
1581057253.152017406,1581057253.152742929,1581057253.153374610
1581057313.155635071,1581057313.156189736,1581057313.156882770
1581057373.158931014,1581057373.159653225,1581057373.160479839
1581057433.162510483,1581057433.163078481,1581057433.163736999
1581057493.165871902,1581057493.166876252,1581057493.167951593
1581057553.169992855,1581057553.170644572,1581057553.171272586
1581057613.173487529,1581057613.174011027,1581057613.174740154
1581057673.176751466,1581057673.177514378,1581057673.178328778
1581057733.180404550,1581057733.181031731,1581057733.181781174
1581057793.184016464,1581057793.184636430,1581057793.185490828
1581057853.187662572,1581057853.188124332,1581057853.188839252
1581057913.190809948,1581057913.191327551,1581057913.192114522
1581057973.194367096,1581057973.195108750,1581057973.195920730
1581058033.197989693,1581058033.198605533,1581058033.199414678
1581058093.201417286,1581058093.202089595,1581058093.202721599
1581058153.204636655,1581058153.205032374,1581058153.205740859
1581058213.207805328,1581058213.208311224,1581058213.208959845
1581058273.238539659,1581058273.239176065,1581058273.239943474
1581058333.242199731,1581058333.242802967,1581058333.243502010
1581058393.245616783,1581058393.246228913,1581058393.246952319
1581058453.249048958,1581058453.249791870,1581058453.250551507
1581058513.252689160,1581058513.253278674,1581058513.253958936
1581058573.256046074,1581058573.256847543,1581058573.257509348
1581058633.259611406,1581058633.260421260,1581058633.261309167
1581058693.263403100,1581058693.264091744,1581058693.264699941
1581058753.266744859,1581058753.267536843,1581058753.267956159
1581058813.270194076,1581058813.270967754,1581058813.271569368
1581058873.273481297,1581058873.274170080,1581058873.274594551
1581058933.276879136,1581058933.277526051,1581058933.277893490
1581058993.279832471,1581058993.280713833,1581058993.281082934
1581059053.283045141,1581059053.283775175,1581059053.284165342
1581059113.286354565,1581059113.287106407,1581059113.287528248
1581059173.289607727,1581059173.290368140,1581059173.290754530
1581059233.292683464,1581059233.293376427,1581059233.293855285
1581059293.296059640,1581059293.296835897,1581059293.297398857
1581059353.299445610,1581059353.300283800,1581059353.300791139
1581059413.303173359,1581059413.303736742,1581059413.304216611
1581059473.306190382,1581059473.306893200,1581059473.307518981
1581059533.309499745,1581059533.310134663,1581059533.310631026
1581059593.312628263,1581059593.313457178,1581059593.314220003
1581059653.316491558,1581059653.317454774,1581059653.318302650
1581059713.320348085,1581059713.321194115,1581059713.322008152
1581059773.323997517,1581059773.324562041,1581059773.325251759
1581059833.327144771,1581059833.327707956,1581059833.328495368
1581059893.330562765,1581059893.331164679,1581059893.331922743
1581059953.333838631,1581059953.334391145,1581059953.335173600
1581060013.337505002,1581060013.338063178,1581060013.338804378
1581060073.340784440,1581060073.341391591,1581060073.342125469
1581060133.344205227,1581060133.344918371,1581060133.345910954
1581060193.347965482,1581060193.348510294,1581060193.349277434
